spike_source,feature_type,decode_window_s,update_dt_s,n_units,target_name,decoder_name,n_train_samples,n_test_samples,mean_position_error_cm,median_position_error_cm,p90_position_error_cm,r2_x,r2_y,r2,correlation,mae,rmse,mean_circular_error_deg,median_circular_error_deg,p90_circular_error_deg,mae_cm,rmse_cm,accuracy,balanced_accuracy,macro_f1,confusion_matrix,class_labels
ground_truth,counts,0.5,0.025,200,wall_distance_bin,random_forest_classifier,16786,7195,,,,,,,,,,,,,,,0.9387074357192495,0.8858414646454871,0.9059605348510127,"[[324, 66, 0], [23, 1519, 252], [0, 100, 4911]]","['center', 'middle', 'near_wall']"
ground_truth,counts,1.0,0.025,200,position,ridge,16772,7189,6.707688162533701,5.738799316965555,12.233502633754295,0.9732804543710496,0.9689883812403249,,,,,,,,,,,,,,
ground_truth,counts,1.0,0.025,200,position,random_forest_regressor,16772,7189,4.75943185597303,3.8084962832149816,9.185586239630625,0.9834567749838544,0.981449851236204,,,,,,,,,,,,,,
ground_truth,counts,1.0,0.025,200,speed,ridge,16772,7189,,,,,,0.229227890199319,0.5049161425797846,3.654613717498201,4.549879871481358,,,,,,,,,,
ground_truth,counts,1.0,0.025,200,speed,random_forest_regressor,16772,7189,,,,,,0.3105586161402403,0.5671974160074462,3.4129032899632947,4.3031413180449825,,,,,,,,,,
ground_truth,counts,1.0,0.025,200,acceleration,ridge,16772,7189,,,,,,-0.010227360671813512,0.05956515817470256,35.28697831338072,57.060192908369224,,,,,,,,,,
ground_truth,counts,1.0,0.025,200,acceleration,random_forest_regressor,16772,7189,,,,,,-0.014423518552851622,0.05645854038280958,34.64762420044476,57.1785749033981,,,,,,,,,,
ground_truth,counts,1.0,0.025,200,head_direction,ridge,16772,7189,,,,,,,,,,24.14978024174212,19.95996135808199,49.53755304917879,,,,,,,
ground_truth,counts,1.0,0.025,200,head_direction,random_forest_regressor,16772,7189,,,,,,,,,,22.556030944084448,18.683917947119067,46.12456632506156,,,,,,,
ground_truth,counts,1.0,0.025,200,distance_to_wall,ridge,16772,7189,,,,,,0.8402934745891976,0.9211448127747842,,,,,,3.0776280938651324,3.9397714026774935,,,,,
ground_truth,counts,1.0,0.025,200,distance_to_wall,random_forest_regressor,16772,7189,,,,,,0.9120681600553814,0.9553034217517355,,,,,,1.9819368968985467,2.9233631836903657,,,,,
ground_truth,counts,1.0,0.025,200,spatial_context,logistic_regression,16772,7189,,,,,,,,,,,,,,,0.8583947697871749,0.8570808792004575,0.8505707482637462,"[[1174, 35, 125], [193, 3239, 268], [67, 330, 1758]]","['center', 'corner', 'wall']"
ground_truth,counts,1.0,0.025,200,spatial_context,random_forest_classifier,16772,7189,,,,,,,,,,,,,,,0.90471553762693,0.8984183950540562,0.8999505808330608,"[[1211, 38, 85], [133, 3451, 116], [10, 303, 1842]]","['center', 'corner', 'wall']"
ground_truth,counts,1.0,0.025,200,movement_state,logistic_regression,16772,7189,,,,,,,,,,,,,,,0.528585338711921,0.4430655913949148,0.4141677415217013,"[[1995, 789, 251], [1445, 1740, 675], [50, 179, 65]]","['fast', 'slow', 'still']"
ground_truth,counts,1.0,0.025,200,movement_state,random_forest_classifier,16772,7189,,,,,,,,,,,,,,,0.6476561413270274,0.4503115637083764,0.4399377599359047,"[[2055, 980, 0], [1258, 2601, 1], [11, 283, 0]]","['fast', 'slow', 'still']"
ground_truth,counts,1.0,0.025,200,wall_distance_bin,logistic_regression,16772,7189,,,,,,,,,,,,,,,0.8784253720962582,0.8298826777087647,0.8147664368211144,"[[302, 88, 0], [113, 1437, 244], [6, 423, 4576]]","['center', 'middle', 'near_wall']"
ground_truth,counts,1.0,0.025,200,wall_distance_bin,random_forest_classifier,16772,7189,,,,,,,,,,,,,,,0.9410210043121435,0.8672366281061933,0.895659177641674,"[[297, 93, 0], [21, 1532, 241], [0, 69, 4936]]","['center', 'middle', 'near_wall']"
